0,300
0.02,324.081
0.04,348.066
0.06,371.862
0.08,395.374
0.1,418.51
0.12,441.178
0.14,463.288
0.16,484.755
0.18,505.492
0.2,525.418
0.22,544.454
0.24,562.526
0.26,579.561
0.28,595.493
0.3,610.259
0.32,623.8
0.34,636.064
0.36,647.001
0.38,656.569
0.4,664.729
0.42,671.45
0.44,676.706
0.46,680.474
0.48,682.742
0.5,683.498
0.52,682.742
0.54,680.474
0.56,676.706
0.58,671.45
0.6,664.729
0.62,656.569
0.64,647.001
0.66,636.064
0.68,623.8
0.7,610.259
0.72,595.493
0.74,579.561
0.76,562.526
0.78,544.454
0.8,525.418
0.82,505.492
0.84,484.755
0.86,463.288
0.88,441.178
0.9,418.51
0.92,395.374
0.94,371.862
0.96,348.066
0.98,324.081
1,300
