0,300
0.02,353.5
0.04,406.774
0.06,459.598
0.08,511.752
0.1,563.017
0.12,613.182
0.14,662.041
0.16,709.397
0.18,755.061
0.2,798.852
0.22,840.602
0.24,880.151
0.26,917.351
0.28,952.066
0.3,984.17
0.32,1013.55
0.34,1040.11
0.36,1063.74
0.38,1084.39
0.4,1101.97
0.42,1116.43
0.44,1127.72
0.46,1135.82
0.48,1140.68
0.5,1142.31
0.52,1140.68
0.54,1135.82
0.56,1127.72
0.58,1116.43
0.6,1101.97
0.62,1084.39
0.64,1063.74
0.66,1040.11
0.68,1013.55
0.7,984.17
0.72,952.066
0.74,917.351
0.76,880.151
0.78,840.602
0.8,798.852
0.82,755.061
0.84,709.397
0.86,662.041
0.88,613.182
0.9,563.017
0.92,511.752
0.94,459.598
0.96,406.774
0.98,353.5
1,300
