0,300
0.02,310.932
0.04,321.821
0.06,332.623
0.08,343.297
0.1,353.801
0.12,364.091
0.14,374.129
0.16,383.874
0.18,393.289
0.2,402.335
0.22,410.977
0.24,419.181
0.26,426.915
0.28,434.148
0.3,440.852
0.32,446.999
0.34,452.567
0.36,457.532
0.38,461.876
0.4,465.581
0.42,468.632
0.44,471.018
0.46,472.729
0.48,473.759
0.5,474.102
0.52,473.759
0.54,472.729
0.56,471.018
0.58,468.632
0.6,465.581
0.62,461.876
0.64,457.532
0.66,452.567
0.68,446.999
0.7,440.852
0.72,434.148
0.74,426.915
0.76,419.181
0.78,410.977
0.8,402.335
0.82,393.289
0.84,383.874
0.86,374.129
0.88,364.091
0.9,353.801
0.92,343.297
0.94,332.623
0.96,321.821
0.98,310.932
1,300
