0,300
0.02,343.616
0.04,387.058
0.06,430.152
0.08,472.725
0.1,514.607
0.12,555.632
0.14,595.637
0.16,634.462
0.18,671.954
0.2,707.965
0.22,742.354
0.24,774.986
0.26,805.733
0.28,834.476
0.3,861.104
0.32,885.513
0.34,907.609
0.36,927.309
0.38,944.536
0.4,959.225
0.42,971.32
0.44,980.775
0.46,987.554
0.48,991.632
0.5,992.993
0.52,991.632
0.54,987.554
0.56,980.775
0.58,971.32
0.6,959.225
0.62,944.536
0.64,927.309
0.66,907.609
0.68,885.513
0.7,861.104
0.72,834.476
0.74,805.733
0.76,774.986
0.78,742.354
0.8,707.965
0.82,671.954
0.84,634.462
0.86,595.637
0.88,555.632
0.9,514.607
0.92,472.725
0.94,430.152
0.96,387.058
0.98,343.616
1,300
