0,300
0.02,367.334
0.04,434.317
0.06,500.601
0.08,565.849
0.1,629.734
0.12,691.948
0.14,752.202
0.16,810.23
0.18,865.788
0.2,918.661
0.22,968.659
0.24,1015.62
0.26,1059.41
0.28,1099.91
0.3,1137.03
0.32,1170.72
0.34,1200.91
0.36,1227.57
0.38,1250.69
0.4,1270.25
0.42,1286.25
0.44,1298.69
0.46,1307.57
0.48,1312.9
0.5,1314.67
0.52,1312.9
0.54,1307.57
0.56,1298.69
0.58,1286.25
0.6,1270.25
0.62,1250.69
0.64,1227.57
0.66,1200.91
0.68,1170.72
0.7,1137.03
0.72,1099.91
0.74,1059.41
0.76,1015.62
0.78,968.659
0.8,918.661
0.82,865.788
0.84,810.23
0.86,752.202
0.88,691.948
0.9,629.734
0.92,565.849
0.94,500.601
0.96,434.317
0.98,367.334
1,300
