0,300
0.02,304.963
0.04,309.906
0.06,314.81
0.08,319.656
0.1,324.424
0.12,329.096
0.14,333.653
0.16,338.077
0.18,342.351
0.2,346.458
0.22,350.381
0.24,354.106
0.26,357.617
0.28,360.901
0.3,363.944
0.32,366.735
0.34,369.263
0.36,371.517
0.38,373.489
0.4,375.171
0.42,376.556
0.44,377.639
0.46,378.416
0.48,378.883
0.5,379.039
0.52,378.883
0.54,378.416
0.56,377.639
0.58,376.556
0.6,375.171
0.62,373.489
0.64,371.517
0.66,369.263
0.68,366.735
0.7,363.944
0.72,360.901
0.74,357.617
0.76,354.106
0.78,350.381
0.8,346.458
0.82,342.351
0.84,338.077
0.86,333.653
0.88,329.096
0.9,324.424
0.92,319.656
0.94,314.81
0.96,309.906
0.98,304.963
1,300
