0,300
0.02,329.338
0.04,358.56
0.06,387.551
0.08,416.197
0.1,444.383
0.12,472
0.14,498.937
0.16,525.089
0.18,550.352
0.2,574.626
0.22,597.817
0.24,619.832
0.26,640.584
0.28,659.992
0.3,677.979
0.32,694.474
0.34,709.413
0.36,722.735
0.38,734.39
0.4,744.33
0.42,752.517
0.44,758.918
0.46,763.509
0.48,766.27
0.5,767.192
0.52,766.27
0.54,763.509
0.56,758.918
0.58,752.517
0.6,744.33
0.62,734.39
0.64,722.735
0.66,709.413
0.68,694.474
0.7,677.979
0.72,659.992
0.74,640.584
0.76,619.832
0.78,597.817
0.8,574.626
0.82,550.352
0.84,525.089
0.86,498.937
0.88,472
0.9,444.383
0.92,416.197
0.94,387.551
0.96,358.56
0.98,329.338
1,300
