0,300
0.02,316.225
0.04,332.386
0.06,348.419
0.08,364.26
0.1,379.849
0.12,395.122
0.14,410.019
0.16,424.483
0.18,438.455
0.2,451.881
0.22,464.708
0.24,476.884
0.26,488.362
0.28,499.097
0.3,509.046
0.32,518.17
0.34,526.434
0.36,533.803
0.38,540.25
0.4,545.749
0.42,550.277
0.44,553.819
0.46,556.358
0.48,557.886
0.5,558.395
0.52,557.886
0.54,556.358
0.56,553.819
0.58,550.277
0.6,545.749
0.62,540.25
0.64,533.803
0.66,526.434
0.68,518.17
0.7,509.046
0.72,499.097
0.74,488.362
0.76,476.884
0.78,464.708
0.8,451.881
0.82,438.455
0.84,424.483
0.86,410.019
0.88,395.122
0.9,379.849
0.92,364.26
0.94,348.419
0.96,332.386
0.98,316.225
1,300
