0,300
0.02,319.766
0.04,339.454
0.06,358.987
0.08,378.286
0.1,397.277
0.12,415.883
0.14,434.033
0.16,451.653
0.18,468.675
0.2,485.031
0.22,500.657
0.24,515.491
0.26,529.475
0.28,542.552
0.3,554.673
0.32,565.789
0.34,575.855
0.36,584.833
0.38,592.687
0.4,599.386
0.42,604.903
0.44,609.217
0.46,612.311
0.48,614.172
0.5,614.793
0.52,614.172
0.54,612.311
0.56,609.217
0.58,604.903
0.6,599.386
0.62,592.687
0.64,584.833
0.66,575.855
0.68,565.789
0.7,554.673
0.72,542.552
0.74,529.475
0.76,515.491
0.78,500.657
0.8,485.031
0.82,468.675
0.84,451.653
0.86,434.033
0.88,415.883
0.9,397.277
0.92,378.286
0.94,358.987
0.96,339.454
0.98,319.766
1,300
