0,300
0.02,307.366
0.04,314.702
0.06,321.981
0.08,329.173
0.1,336.25
0.12,343.184
0.14,349.947
0.16,356.513
0.18,362.856
0.2,368.951
0.22,374.774
0.24,380.302
0.26,385.513
0.28,390.386
0.3,394.903
0.32,399.045
0.34,402.797
0.36,406.142
0.38,409.069
0.4,411.565
0.42,413.621
0.44,415.229
0.46,416.382
0.48,417.075
0.5,417.307
0.52,417.075
0.54,416.382
0.56,415.229
0.58,413.621
0.6,411.565
0.62,409.069
0.64,406.142
0.66,402.797
0.68,399.045
0.7,394.903
0.72,390.386
0.74,385.513
0.76,380.302
0.78,374.774
0.8,368.951
0.82,362.856
0.84,356.513
0.86,349.947
0.88,343.184
0.9,336.25
0.92,329.173
0.94,321.981
0.96,314.702
0.98,307.366
1,300
